Date,Close,Volume
2012-12-05,25.0,202200
2012-12-06,24.86000061035156,184000
2012-12-07,25.0,37700
2012-12-10,25.0,35200
2012-12-11,24.920000076293945,36700
2012-12-12,24.940000534057617,20000
2012-12-13,24.82999992370605,55700
2012-12-14,24.90999984741211,28400
2012-12-17,24.84000015258789,20900
2012-12-18,24.84000015258789,32300
2012-12-19,24.8700008392334,17700
2012-12-20,24.989999771118164,24300
2012-12-21,24.950000762939453,30000
2012-12-24,24.950000762939453,3500
2012-12-26,24.979999542236328,10600
2012-12-27,24.979999542236328,18800
2012-12-28,24.959999084472656,16900
2012-12-31,25.020000457763672,15700
2013-01-02,25.049999237060547,40100
2013-01-03,25.190000534057617,35600
2013-01-04,25.149999618530277,18500
2013-01-07,25.049999237060547,23300
2013-01-08,25.0,13600
2013-01-09,25.030000686645508,23200
2013-01-10,25.11000061035156,37700
2013-01-11,25.049999237060547,30800
2013-01-14,25.100000381469727,10700
2013-01-15,25.1200008392334,22400
2013-01-16,25.149999618530277,13800
2013-01-17,25.13999938964844,4300
2013-01-18,25.190000534057617,15500
2013-01-22,25.239999771118164,19100
2013-01-23,25.18000030517578,16100
2013-01-24,25.170000076293945,16300
2013-01-25,25.190000534057617,6900
2013-01-28,25.100000381469727,9700
2013-01-29,24.979999542236328,18500
2013-01-30,25.01000022888184,12900
2013-01-31,25.049999237060547,3900
2013-02-01,25.040000915527344,1800
2013-02-04,25.049999237060547,5800
2013-02-05,25.049999237060547,11600
2013-02-06,25.09000015258789,16200
2013-02-07,25.07999992370605,8100
2013-02-08,25.200000762939453,60400
2013-02-11,25.21999931335449,2900
2013-02-12,25.06999969482422,12300
2013-02-13,25.07999992370605,13700
2013-02-14,25.149999618530277,9000
2013-02-15,25.170000076293945,3300
2013-02-19,25.13999938964844,6900
2013-02-20,25.18000030517578,3100
2013-02-21,25.1299991607666,6700
2013-02-22,25.09000015258789,5300
2013-02-25,25.15999984741211,9300
2013-02-26,25.020000457763672,9600
2013-02-27,25.030000686645508,4700
2013-02-28,24.920000076293945,12200
2013-03-01,24.989999771118164,6100
2013-03-04,25.049999237060547,8000
2013-03-05,25.100000381469727,14300
2013-03-06,25.06999969482422,10400
2013-03-07,25.01000022888184,15200
2013-03-08,24.979999542236328,19100
2013-03-11,24.920000076293945,14400
2013-03-12,24.899999618530277,5100
2013-03-13,25.0,6900
2013-03-14,24.93000030517578,6000
2013-03-15,25.0,4400
2013-03-18,25.100000381469727,11300
2013-03-19,24.93000030517578,15700
2013-03-20,24.8700008392334,5400
2013-03-21,25.01000022888184,19300
2013-03-22,24.989999771118164,5200
2013-03-25,25.049999237060547,5000
2013-03-26,25.100000381469727,8900
2013-03-27,25.09000015258789,4400
2013-03-28,25.149999618530277,14700
2013-04-01,25.100000381469727,15500
2013-04-02,25.06999969482422,8500
2013-04-03,25.13999938964844,8600
2013-04-04,25.190000534057617,7900
2013-04-05,25.149999618530277,4100
2013-04-08,25.1299991607666,7200
2013-04-09,25.190000534057617,4700
2013-04-10,25.21999931335449,3800
2013-04-11,25.21999931335449,1600
2013-04-12,25.15999984741211,3400
2013-04-15,25.239999771118164,7200
2013-04-16,25.25,2100
2013-04-17,25.280000686645508,10300
2013-04-18,25.420000076293945,6100
2013-04-19,25.36000061035156,4400
2013-04-22,25.43000030517578,3400
2013-04-23,25.700000762939453,8300
2013-04-24,25.63999938964844,5800
2013-04-25,25.459999084472656,4100
2013-04-26,25.479999542236328,2300
2013-04-29,25.600000381469727,14900
2013-04-30,25.68000030517578,3800
2013-05-01,25.520000457763672,8800
2013-05-02,25.600000381469727,4100
2013-05-03,25.51000022888184,3500
2013-05-06,25.56999969482422,1200
2013-05-07,25.559999465942383,11100
2013-05-08,25.6299991607666,5500
2013-05-09,25.540000915527344,3100
2013-05-10,25.59000015258789,4400
2013-05-13,25.59000015258789,600
2013-05-14,25.65999984741211,4900
2013-05-15,25.530000686645508,8100
2013-05-16,25.520000457763672,2500
2013-05-17,25.56999969482422,1100
2013-05-20,25.6200008392334,1900
2013-05-21,25.600000381469727,2100
2013-05-22,25.549999237060547,10500
2013-05-23,25.56999969482422,3800
2013-05-24,25.6299991607666,3700
2013-05-28,25.559999465942383,5700
2013-05-29,25.1200008392334,9300
2013-05-30,25.09000015258789,3600
2013-05-31,25.0,5300
2013-06-03,24.690000534057617,4400
2013-06-04,24.59000015258789,1200
2013-06-05,24.489999771118164,6900
2013-06-06,24.84000015258789,4200
2013-06-07,24.84000015258789,4100
2013-06-10,24.780000686645508,5300
2013-06-11,24.020000457763672,8100
2013-06-12,23.57999992370605,1900
2013-06-13,24.0,2000
2013-06-14,24.600000381469727,1500
2013-06-17,24.600000381469727,0
2013-06-18,23.88999938964844,2900
2013-06-19,23.8700008392334,800
2013-06-20,23.350000381469727,1200
2013-06-21,22.36000061035156,14600
2013-06-24,21.940000534057617,2700
2013-06-25,21.809999465942383,2300
2013-06-26,21.670000076293945,6800
2013-06-27,22.709999084472656,2800
2013-06-28,22.600000381469727,4000
2013-07-01,22.739999771118164,14200
