Date,Close,Volume
2007-10-25,20.09000015258789,5460500
2007-10-26,19.600000381469727,595900
2007-10-29,19.6200008392334,225700
2007-10-30,19.440000534057617,130800
2007-10-31,19.3799991607666,147100
2007-11-01,18.25,537600
2007-11-02,17.489999771118164,481600
2007-11-05,16.799999237060547,323900
2007-11-06,16.75,177700
2007-11-07,15.489999771118164,176200
2007-11-08,15.399999618530272,210500
2007-11-09,15.369999885559082,257700
2007-11-12,15.550000190734863,163300
2007-11-13,16.700000762939453,141100
2007-11-14,16.350000381469727,142100
2007-11-15,15.3100004196167,318500
2007-11-16,13.75,263900
2007-11-19,13.619999885559082,190600
2007-11-20,12.800000190734863,651300
2007-11-21,13.720000267028809,260100
2007-11-23,13.859999656677246,28200
2007-11-26,11.789999961853027,203300
2007-11-27,10.84000015258789,307100
2007-11-28,12.0,708100
2007-11-29,11.850000381469728,541800
2007-11-30,12.699999809265137,431300
2007-12-03,13.260000228881836,157800
2007-12-04,12.899999618530272,196200
2007-12-05,12.260000228881836,158000
2007-12-06,12.470000267028809,83700
2007-12-07,12.75,88300
2007-12-10,13.0,128900
2007-12-11,12.479999542236328,77800
2007-12-12,12.149999618530272,112400
2007-12-13,11.90999984741211,91900
2007-12-14,12.100000381469728,35300
2007-12-17,11.399999618530272,220500
2007-12-18,11.100000381469728,67400
2007-12-19,10.670000076293944,199800
2007-12-20,10.65999984741211,245600
2007-12-21,10.550000190734863,683100
2007-12-24,11.869999885559082,213000
2007-12-26,12.170000076293944,193500
2007-12-27,11.550000190734863,52700
2007-12-28,11.229999542236328,92700
2007-12-31,11.399999618530272,147000
2008-01-02,11.390000343322754,117300
2008-01-03,11.18000030517578,71200
2008-01-04,10.75,87600
2008-01-07,11.0600004196167,158700
2008-01-08,10.869999885559082,117200
2008-01-09,10.989999771118164,109700
2008-01-10,11.460000038146973,215300
2008-01-11,9.979999542236328,839100
2008-01-14,9.8100004196167,253000
2008-01-15,10.010000228881836,195900
2008-01-16,10.109999656677246,364300
2008-01-17,9.34000015258789,280300
2008-01-18,9.239999771118164,365400
2008-01-22,9.949999809265137,210400
2008-01-23,10.449999809265137,335300
2008-01-24,10.5600004196167,223100
2008-01-25,10.720000267028809,137400
2008-01-28,11.149999618530272,58100
2008-01-29,11.3100004196167,68600
2008-01-30,11.220000267028809,88000
2008-01-31,13.75,239300
2008-02-01,12.539999961853027,321700
2008-02-04,12.75,305400
2008-02-05,12.800000190734863,154800
2008-02-06,11.470000267028809,84000
2008-02-07,11.90999984741211,29700
2008-02-08,11.869999885559082,16900
2008-02-11,11.510000228881836,18900
2008-02-12,11.720000267028809,62100
2008-02-13,11.850000381469728,42300
2008-02-14,12.199999809265137,104100
2008-02-15,12.239999771118164,45800
2008-02-19,11.239999771118164,236300
2008-02-20,11.350000381469728,49000
2008-02-21,11.220000267028809,22900
2008-02-22,11.170000076293944,59900
2008-02-25,11.0,31600
2008-02-26,10.949999809265137,21200
2008-02-27,11.239999771118164,80900
2008-02-28,11.81999969482422,54800
2008-02-29,10.880000114440918,115300
2008-03-03,10.56999969482422,52100
2008-03-04,10.039999961853027,172500
2008-03-05,10.0,148700
2008-03-06,9.699999809265137,97100
2008-03-07,9.199999809265137,109700
2008-03-10,8.550000190734863,92900
2008-03-11,9.149999618530272,171500
2008-03-12,8.979999542236328,140200
2008-03-13,9.18000030517578,111800
2008-03-14,9.420000076293944,69900
2008-03-17,8.899999618530273,156100
2008-03-18,9.800000190734863,108100
2008-03-19,9.960000038146973,256000
2008-03-20,11.550000190734863,331300
2008-03-24,12.65999984741211,251700
2008-03-25,12.640000343322754,225800
2008-03-26,12.609999656677246,267100
2008-03-27,12.170000076293944,117700
2008-03-28,11.449999809265137,66400
2008-03-31,11.31999969482422,51400
2008-04-01,11.869999885559082,326600
2008-04-02,11.81999969482422,107700
2008-04-03,11.529999732971191,58100
2008-04-04,11.140000343322754,46400
2008-04-07,11.520000457763672,46000
2008-04-08,11.6899995803833,41600
2008-04-09,11.380000114440918,95800
2008-04-10,10.9399995803833,51800
2008-04-11,11.029999732971191,23500
2008-04-14,10.899999618530272,32800
2008-04-15,10.18000030517578,56100
2008-04-16,11.260000228881836,50500
2008-04-17,10.890000343322754,47200
2008-04-18,12.0,265900
2008-04-21,11.640000343322754,96600
2008-04-22,11.520000457763672,84900
2008-04-23,11.989999771118164,97000
2008-04-24,12.0,137000
2008-04-25,12.300000190734863,163700
2008-04-28,11.979999542236328,60200
2008-04-29,12.109999656677246,98500
2008-04-30,12.149999618530272,108600
2008-05-01,12.529999732971191,345100
2008-05-02,12.81999969482422,382400
2008-05-05,12.539999961853027,135900
