Date,Close,Volume
2001-06-18,7.46999979019165,7189500
2001-06-19,7.619999885559082,1410700
2001-06-20,7.639999866485596,550400
2001-06-21,7.570000171661377,643600
2001-06-22,7.510000228881836,822600
2001-06-25,7.5,488500
2001-06-26,7.5,202200
2001-06-27,7.440000057220459,1558800
2001-06-28,7.119999885559082,259000
2001-06-29,7.369999885559082,100600
2001-07-02,7.199999809265137,114300
2001-07-03,7.190000057220459,128000
2001-07-05,7.050000190734863,144300
2001-07-06,7.269999980926514,113100
2001-07-09,7.050000190734863,134000
2001-07-10,6.860000133514404,205600
2001-07-11,6.789999961853027,93500
2001-07-12,6.800000190734863,256200
2001-07-13,6.789999961853027,86600
2001-07-16,6.860000133514404,83000
2001-07-17,6.550000190734863,127200
2001-07-18,6.579999923706055,176000
2001-07-19,6.869999885559082,155300
2001-07-20,6.900000095367432,105400
2001-07-23,7.050000190734863,170200
2001-07-24,6.989999771118164,73600
2001-07-25,7.050000190734863,64100
2001-07-26,6.949999809265137,43800
2001-07-27,7.199999809265137,188500
2001-07-30,7.050000190734863,19500
2001-07-31,7.050000190734863,69900
2001-08-01,7.199999809265137,138600
2001-08-02,7.300000190734863,90900
2001-08-03,7.050000190734863,182200
2001-08-06,7.070000171661377,23800
2001-08-07,6.900000095367432,60200
2001-08-08,6.75,72100
2001-08-09,6.909999847412109,76700
2001-08-10,6.849999904632568,29100
2001-08-13,6.949999809265137,64500
2001-08-14,6.900000095367432,152100
2001-08-15,7.019999980926514,93500
2001-08-16,6.960000038146973,63500
2001-08-17,6.949999809265137,25800
2001-08-20,6.929999828338623,58900
2001-08-21,7.039999961853027,206100
2001-08-22,6.920000076293945,60800
2001-08-23,6.800000190734863,125600
2001-08-24,6.809999942779541,26000
2001-08-27,6.820000171661377,27300
2001-08-28,6.809999942779541,27100
2001-08-29,6.909999847412109,27500
2001-08-30,6.960000038146973,83500
2001-08-31,6.900000095367432,29700
2001-09-04,6.800000190734863,19700
2001-09-05,6.75,35500
2001-09-06,6.869999885559082,44000
2001-09-07,6.900000095367432,88600
2001-09-10,6.800000190734863,49400
2001-09-17,6.980000019073486,62000
2001-09-18,7.0,82900
2001-09-19,6.889999866485596,272000
2001-09-20,6.78000020980835,65900
2001-09-21,6.449999809265137,96200
2001-09-24,6.25,70100
2001-09-25,6.230000019073486,97900
2001-09-26,6.230000019073486,55400
2001-09-27,6.300000190734863,116300
2001-09-28,6.460000038146973,63500
2001-10-01,6.300000190734863,37700
2001-10-02,6.170000076293945,40300
2001-10-03,6.300000190734863,174000
2001-10-04,6.349999904632568,53400
2001-10-05,6.159999847412109,19800
2001-10-08,6.170000076293945,10500
2001-10-09,6.269999980926514,32500
2001-10-10,6.5,38000
2001-10-11,6.619999885559082,45400
2001-10-12,6.639999866485596,56500
2001-10-15,6.440000057220459,26400
2001-10-16,6.489999771118164,91500
2001-10-17,6.5,97700
2001-10-18,6.320000171661377,119200
2001-10-19,6.21999979019165,128200
2001-10-22,6.289999961853027,133600
2001-10-23,6.329999923706055,191800
2001-10-24,6.489999771118164,23700
2001-10-25,6.150000095367432,29200
2001-10-26,6.300000190734863,21300
