Date,Close,Volume
1995-10-02,16.16666603088379,2400
1995-10-03,17.33333396911621,21300
1995-10-04,16.0,9600
1995-10-05,17.16666603088379,9900
1995-10-06,17.16666603088379,56700
1995-10-09,17.0,56100
1995-10-10,17.08333396911621,8400
1995-10-11,16.66666603088379,12000
1995-10-12,17.5,3900
1995-10-13,17.66666603088379,5100
1995-10-16,18.0,8100
1995-10-17,18.5,10800
1995-10-18,19.0,9600
1995-10-19,18.66666603088379,27900
1995-10-20,19.33333396911621,8100
1995-10-23,20.33333396911621,2700
1995-10-24,20.33333396911621,7200
1995-10-25,20.5,22800
1995-10-26,20.0,4500
1995-10-27,20.33333396911621,5100
1995-10-30,19.33333396911621,20700
1995-10-31,20.33333396911621,10800
1995-11-01,20.33333396911621,3300
1995-11-02,20.25,1500
1995-11-03,19.66666603088379,12000
1995-11-06,20.16666603088379,900
1995-11-07,20.16666603088379,900
1995-11-08,20.16666603088379,1500
1995-11-09,20.16666603088379,2100
1995-11-10,20.16666603088379,2100
1995-11-13,19.33333396911621,3600
1995-11-14,19.66666603088379,6000
1995-11-15,20.16666603088379,3600
1995-11-16,20.16666603088379,1200
1995-11-17,20.16666603088379,0
1995-11-20,20.16666603088379,2700
1995-11-21,20.16666603088379,10800
1995-11-22,20.16666603088379,4200
1995-11-24,20.16666603088379,300
1995-11-27,20.16666603088379,900
1995-11-28,20.16666603088379,3000
1995-11-29,20.16666603088379,8100
1995-11-30,20.16666603088379,2400
1995-12-01,20.16666603088379,3900
1995-12-04,20.16666603088379,3300
1995-12-05,20.33333396911621,6300
1995-12-06,19.66666603088379,30000
1995-12-07,20.33333396911621,7200
1995-12-08,20.33333396911621,2400
1995-12-11,20.33333396911621,5700
1995-12-12,20.0,3300
1995-12-13,20.0,0
1995-12-14,20.0,0
1995-12-15,20.33333396911621,4200
1995-12-18,20.33333396911621,1200
1995-12-19,20.33333396911621,0
1995-12-20,20.33333396911621,300
1995-12-21,20.33333396911621,15000
1995-12-22,20.33333396911621,3900
1995-12-26,20.33333396911621,58500
1995-12-27,20.33333396911621,5100
1995-12-28,19.91666603088379,43500
1995-12-29,20.33333396911621,2400
1996-01-02,19.33333396911621,24600
1996-01-03,20.66666603088379,300
1996-01-04,20.3125,70200
1996-01-05,20.29166603088379,7200
1996-01-08,20.29166603088379,4500
1996-01-09,20.16666603088379,3000
1996-01-10,20.16666603088379,0
1996-01-11,20.0,16200
1996-01-12,20.29166603088379,8400
1996-01-15,19.66666603088379,1800
1996-01-16,19.33333396911621,3000
1996-01-17,19.83333396911621,1200
1996-01-18,20.33333396911621,600
1996-01-19,20.33333396911621,0
1996-01-22,20.33333396911621,0
1996-01-23,19.33333396911621,1200
1996-01-24,20.25,10200
1996-01-25,20.25,6600
1996-01-26,20.25,18900
1996-01-29,19.83333396911621,3300
1996-01-30,19.66666603088379,900
