Date,Close,Volume
1992-09-18,3.588477373123169,24816300
1992-09-21,3.4897119998931885,3912300
1992-09-22,3.2921810150146484,2239800
1992-09-23,3.242798328399658,938800
1992-09-24,3.3251028060913086,962700
1992-09-25,3.226337432861328,1215000
1992-09-28,3.127572059631348,473800
1992-09-29,3.193415641784668,1395400
1992-09-30,3.2921810150146484,1030000
1992-10-01,3.226337432861328,910000
1992-10-02,3.061728477478028,1432500
1992-10-05,2.930041074752808,3341400
1992-10-06,3.0946502685546875,615600
1992-10-07,3.226337432861328,780400
1992-10-08,3.3086419105529785,820000
1992-10-09,3.226337432861328,1073400
1992-10-12,3.226337432861328,87900
1992-10-13,3.0946502685546875,344400
1992-10-14,3.226337432861328,628600
1992-10-15,3.3580245971679688,430200
1992-10-16,3.423868417739868,373500
1992-10-19,3.555555582046509,1201000
1992-10-20,3.621399164199829,1098400
1992-10-21,3.654320955276489,196300
1992-10-22,3.4897119998931885,313200
1992-10-23,3.555555582046509,454500
1992-10-26,3.5226337909698486,183600
1992-10-27,3.423868417739868,168900
1992-10-28,3.572016477584839,540600
1992-10-29,3.4567902088165283,376600
1992-10-30,3.242798328399658,614800
1992-11-02,3.2757201194763184,1007200
1992-11-03,3.2921810150146484,810000
1992-11-04,3.226337432861328,66700
1992-11-05,3.4567902088165283,334000
1992-11-06,3.4567902088165283,200700
1992-11-09,3.4897119998931885,226000
1992-11-10,3.423868417739868,569800
1992-11-11,3.423868417739868,208500
1992-11-12,3.4567902088165283,558900
1992-11-13,3.5226337909698486,366400
1992-11-16,3.5226337909698486,256500
1992-11-17,3.5061728954315186,217500
1992-11-18,3.621399164199829,238200
1992-11-19,3.621399164199829,606300
1992-11-20,3.7201645374298096,781800
1992-11-23,3.7201645374298096,343000
1992-11-24,3.7201645374298096,185100
1992-11-25,3.78600811958313,1501800
1992-11-27,3.96707820892334,565200
1992-11-30,4.04938268661499,1201600
1992-12-01,3.9506173133850098,444700
1992-12-02,3.851851940155029,374800
1992-12-03,3.654320955276489,648900
1992-12-04,3.621399164199829,382600
1992-12-07,3.7530863285064697,285700
1992-12-08,3.654320955276489,129600
1992-12-09,3.4897119998931885,272200
1992-12-10,3.4567902088165283,143100
1992-12-11,3.555555582046509,30600
1992-12-14,3.423868417739868,378000
1992-12-15,3.3251028060913086,587400
1992-12-16,3.3580245971679688,575200
1992-12-17,3.621399164199829,580000
1992-12-18,3.555555582046509,213900
1992-12-21,3.555555582046509,31600
1992-12-22,3.4897119998931885,194500
1992-12-23,3.3580245971679688,392100
1992-12-24,3.374485492706299,62100
1992-12-28,2.8641974925994877,4366800
1992-12-29,2.962962865829468,1435600
1992-12-30,3.061728477478028,613800
1992-12-31,3.160493850708008,172900
1993-01-04,3.209876537322998,1013400
1993-01-05,3.193415641784668,529800
1993-01-06,2.995884656906128,690700
1993-01-07,2.831275701522827,2140300
1993-01-08,2.798353910446167,1298200
1993-01-11,2.962962865829468,2103300
1993-01-12,2.8971192836761475,172900
1993-01-13,2.930041074752808,130900
1993-01-14,3.2592592239379883,1150200
1993-01-15,3.3251028060913086,285400
1993-01-18,3.193415641784668,506200
1993-01-19,3.176954746246338,258000
1993-01-20,3.160493850708008,115300
1993-01-21,3.061728477478028,936900
1993-01-22,3.160493850708008,74800
1993-01-25,3.0946502685546875,91300
1993-01-26,3.0946502685546875,1508500
1993-01-27,3.3251028060913086,568300
1993-01-28,3.193415641784668,172900
1993-01-29,3.127572059631348,115300
1993-02-01,3.390946388244629,507600
1993-02-02,3.3580245971679688,1057000
1993-02-03,3.423868417739868,1198000
1993-02-04,3.2592592239379883,399700
1993-02-05,3.2757201194763184,294900
1993-02-08,3.226337432861328,523800
1993-02-09,3.0781893730163574,489300
1993-02-10,3.012345790863037,568300
1993-02-11,2.930041074752808,521200
1993-02-12,2.765432119369507,873000
1993-02-16,2.8641974925994877,836500
1993-02-17,2.979423761367798,924700
1993-02-18,2.9465019702911377,315900
1993-02-19,3.028806686401367,113500
1993-02-22,2.962962865829468,267300
1993-02-23,2.831275701522827,468000
